TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
100112,2023-12-30 17:26:58.023853,1904.948139404723,845,purchase,San Antonio,0
100113,2024-04-02 03:11:58.418333,4498.307912128032,432,purchase,Chicago,0
100114,2024-02-27 02:35:57.530917,2206.789640591738,235,refund,Phoenix,0
100115,2024-02-27 04:31:33.264624,363.74182399753073,750,refund,Houston,0
100116,2024-09-20 00:44:13.326101,161.7556072642055,621,refund,Phoenix,0
100117,2024-03-18 21:43:51.036462,1961.3173907002497,271,refund,San Jose,0
100118,2023-11-24 04:39:30.795741,764.5536798513168,970,refund,Dallas,0
100119,2024-10-07 12:54:10.450881,1790.9348252183474,395,purchase,Houston,0
100120,2024-02-16 22:23:15.181583,2409.588327263324,670,refund,Phoenix,0
100121,2024-09-22 13:06:40.566598,3008.3805271566525,997,refund,Philadelphia,0
100122,2023-11-04 18:41:35.610896,3286.155611508122,22,purchase,Los Angeles,0
100123,2024-03-11 00:39:32.080995,2065.1261941318116,20,purchase,Philadelphia,0
100124,2024-07-17 08:19:40.935580,3893.8591541554297,757,purchase,New York,0
100125,2024-03-11 07:33:36.065956,2704.0816096478857,949,purchase,Philadelphia,0
100126,2024-10-05 12:45:05.086635,3548.514175646961,199,refund,San Jose,0
100127,2024-01-30 15:32:58.623974,1524.3825223504807,881,purchase,Los Angeles,0
100128,2024-02-06 17:31:43.170465,4085.8946362653396,59,refund,Phoenix,0
100129,2024-03-28 14:58:28.101667,1766.0809665627694,922,refund,Philadelphia,0
100130,2023-11-22 15:52:44.971535,4104.308581817861,840,purchase,San Diego,0
100131,2024-08-20 03:52:37.300299,4393.863435086164,867,purchase,Los Angeles,0
100132,2024-07-26 12:26:24.930199,1774.3470717397897,353,refund,New York,0
100133,2024-03-31 08:21:52.042487,4073.0919024188356,615,purchase,San Antonio,0
100134,2024-08-02 17:03:19.652259,3040.7982795202956,598,refund,New York,0
100135,2024-05-28 20:45:05.331072,3577.62404093038,770,purchase,San Antonio,0
100136,2024-07-12 19:09:03.423342,4013.9224421199465,16,purchase,Houston,0
100137,2024-01-31 13:56:45.916218,3792.8499127392924,32,purchase,New York,0
100138,2023-10-26 02:00:28.502333,3743.902681719074,159,refund,Houston,0
100139,2024-06-26 15:15:47.316407,1030.4305683937437,718,refund,Chicago,0
100140,2024-02-16 03:23:15.751692,2303.502232846779,663,refund,Chicago,0
100141,2024-02-27 07:40:43.717425,1060.3488331721228,401,purchase,Houston,0
100142,2024-09-05 04:53:07.026727,1020.5387130574718,505,purchase,Dallas,0
100143,2024-09-05 23:02:45.393018,1430.2956705509002,485,refund,Houston,0
100144,2024-04-18 00:55:08.344680,4274.258940862103,942,refund,San Diego,0
100145,2024-09-12 04:28:18.204558,1538.3590026490779,813,purchase,Dallas,0
100146,2024-01-05 23:49:36.744603,644.1275702672162,19,purchase,Phoenix,0
100147,2024-06-19 06:58:03.130084,2115.503538988289,129,refund,Los Angeles,0
100148,2024-05-25 15:32:17.512985,1522.2492186696252,558,refund,Phoenix,0
100149,2024-07-24 08:04:57.674402,488.59808606770486,651,refund,Los Angeles,0
100150,2024-05-14 19:24:36.236864,3333.184934143201,651,refund,Houston,0
100151,2023-10-27 09:24:16.002136,3021.831960337344,211,refund,San Diego,0
100152,2024-09-12 14:41:48.903293,1204.334652743779,426,purchase,Phoenix,0
100153,2024-03-18 18:13:13.646912,3580.9540128338112,449,refund,San Diego,0
100154,2024-04-12 06:01:13.471820,1578.0624115960222,512,refund,Houston,0
100155,2024-05-13 17:22:15.518428,1487.295393105664,972,purchase,Los Angeles,0
100156,2024-02-12 15:59:36.385927,1437.8586537296833,375,purchase,Phoenix,0
100157,2024-06-05 20:31:26.094171,1984.5719998188426,685,purchase,Chicago,0
100158,2023-10-21 20:27:04.119734,1903.2988426799125,780,purchase,Philadelphia,0
100159,2023-12-11 05:17:20.495361,3597.6331829204273,513,refund,Dallas,0
100160,2024-06-05 06:06:49.872319,3154.936520864641,993,refund,San Jose,0
100161,2024-07-27 16:22:34.397964,3673.430617585827,761,purchase,San Antonio,0
100162,2024-01-20 10:11:14.606707,1581.7127379248507,298,purchase,San Jose,0
100163,2024-08-25 15:18:28.790897,2268.654044567996,724,refund,Chicago,0
100164,2024-07-11 04:40:04.519478,2466.394902683403,968,refund,Los Angeles,0
100165,2024-07-24 10:00:32.174425,2088.497136240996,880,refund,Houston,0
100166,2024-05-16 14:41:46.719041,1342.4414504479885,703,purchase,San Antonio,0
100167,2023-12-29 16:51:21.084537,1805.8546309618737,870,purchase,Chicago,0
100168,2023-11-10 11:43:20.555911,3227.1550068172864,81,refund,New York,0
100169,2023-11-13 19:33:50.950978,4778.842207005444,812,refund,New York,0
100170,2024-01-09 19:07:12.988242,3787.9764378369478,385,refund,Phoenix,0
100171,2024-05-13 20:51:15.955127,14.642279474927506,622,refund,Dallas,0
100172,2024-04-17 10:37:08.720215,1652.1001497159593,297,refund,San Antonio,0
100173,2024-02-11 23:13:40.504984,2992.9234121995196,366,refund,New York,0
100174,2024-10-06 08:49:56.456491,3570.3526930453336,923,refund,San Diego,0
100175,2024-10-08 05:14:00.426032,1854.9394135545733,182,purchase,New York,0
100176,2024-03-25 21:42:59.784715,1993.9410695068175,470,refund,Phoenix,0
100177,2024-04-21 02:22:35.357208,465.1256817795194,183,refund,Chicago,0
100178,2024-01-24 10:20:52.787303,3916.1609388260113,398,refund,San Jose,0
100179,2023-11-08 07:47:18.352163,271.9765550847479,942,refund,San Diego,0
100180,2024-07-01 22:26:20.428263,1332.389209335373,557,purchase,Houston,0
100181,2024-09-15 19:23:25.432597,2641.6627963760893,643,purchase,Dallas,0
100182,2024-01-20 02:25:23.216500,4600.814048611933,293,refund,Chicago,0
100183,2024-06-16 14:20:37.729807,3710.050020027027,948,refund,San Jose,0
100184,2024-04-04 22:25:00.034122,4951.4894509556225,591,purchase,San Diego,0
100185,2024-07-16 10:34:51.441093,2645.917052880694,402,refund,Philadelphia,0
100186,2024-01-23 23:28:46.796179,2353.4197511742773,946,purchase,Los Angeles,0
100187,2024-02-16 23:02:41.937309,2052.7829038591476,945,refund,Philadelphia,0
100188,2024-03-06 22:59:26.528743,3990.1855791703747,60,purchase,Dallas,0
100189,2024-07-16 10:01:37.680247,2110.744788539015,131,purchase,San Diego,0
100190,2024-07-17 14:40:58.359683,313.0559094882284,107,purchase,Los Angeles,0
100191,2024-08-16 11:38:36.703859,4027.5611113993136,911,purchase,Dallas,0
100192,2023-10-22 23:34:13.642703,468.58918009744093,799,refund,Phoenix,0
100193,2023-11-27 04:05:36.021369,189.598503728824,800,refund,Houston,0
100194,2024-05-20 10:44:42.516289,3001.4589419430486,890,purchase,Dallas,0
100195,2024-10-12 15:20:47.772364,3249.1697773467995,158,purchase,San Jose,0
100196,2024-07-10 03:30:08.391125,823.0326582582106,927,purchase,Los Angeles,0
100197,2023-12-18 14:18:34.490613,3631.4104545849073,213,refund,San Antonio,0
100198,2023-11-06 05:32:40.454952,4875.191941774478,873,purchase,Philadelphia,0
100199,2024-08-16 12:44:27.110990,924.9421529306992,996,purchase,Houston,0
100200,2024-06-19 12:44:44.229338,2092.314456201976,811,purchase,New York,0
100201,2024-07-05 08:00:14.795321,888.8226350671318,539,refund,Philadelphia,0
100202,2024-05-28 21:36:13.074016,3336.0966705065484,719,purchase,Los Angeles,0
100203,2024-09-30 13:50:24.847047,3784.629780547606,427,refund,San Jose,0
100204,2023-11-18 10:26:40.428008,3154.0694359985523,514,purchase,Houston,0
100205,2024-09-09 15:55:39.614055,1433.2349222304022,476,purchase,Chicago,0
100206,2024-01-30 22:23:27.458140,343.3840645939944,119,refund,Dallas,0
100207,2024-01-01 13:26:11.881809,2278.204679310078,595,purchase,Houston,0
100208,2024-02-05 16:01:55.027836,213.18537715932717,141,refund,Los Angeles,0
100209,2024-03-13 11:43:37.570609,4831.779425904104,898,refund,San Jose,0
100210,2024-05-21 12:11:54.589419,643.0725970432804,928,refund,San Antonio,0
100211,2024-04-11 20:16:34.002152,2126.756909009039,195,refund,Houston,0
100212,2024-08-15 13:23:55.800745,1871.197206842069,562,refund,Dallas,0
100213,2023-12-12 00:56:18.475064,4567.465518690793,794,refund,Phoenix,0
100214,2024-04-20 23:07:11.991514,4087.8812685184066,116,purchase,San Diego,0
100215,2024-02-29 00:52:24.378222,4003.8531060532223,411,refund,Houston,0
100216,2024-02-29 17:41:54.572102,98.66591066408161,835,purchase,San Jose,0
100217,2024-07-23 04:26:54.005694,3747.2026492152177,146,purchase,Philadelphia,0
100218,2024-03-19 17:19:59.016236,1041.9953385645424,173,refund,Phoenix,0
100219,2023-12-04 01:04:16.378650,214.36141372553695,517,purchase,Philadelphia,0
100220,2024-02-11 06:34:32.518970,1365.87689729466,778,refund,Dallas,0
100221,2024-01-22 22:57:56.774108,369.23794844605516,245,purchase,Dallas,0
100222,2023-11-01 00:45:44.906522,2548.2046753076265,45,refund,Dallas,0
100223,2024-03-29 08:19:41.598651,2749.9695129779284,718,refund,New York,0
100224,2024-05-20 04:03:32.182095,3339.3506543909753,826,refund,New York,0
100225,2024-10-05 22:48:43.808703,1873.792032544382,923,refund,Dallas,0
100226,2024-08-24 13:20:10.487387,2235.825318401796,470,refund,Houston,0
100227,2023-12-04 07:04:38.315390,4334.8776834987,565,refund,Chicago,0
100228,2024-03-31 23:28:41.146263,442.1188347170878,101,purchase,Dallas,0
100229,2024-06-25 03:14:58.325688,2071.3914767041565,17,purchase,Chicago,0
100230,2023-12-20 08:41:36.633064,2618.491084820411,681,refund,San Antonio,0
100231,2024-01-16 11:55:29.026555,1882.5030980552208,274,refund,Dallas,0
100232,2024-07-02 06:27:53.449053,4856.53980456174,904,purchase,New York,0
100233,2024-04-25 11:16:15.485057,118.11575568997277,574,refund,Chicago,0
100234,2024-01-30 00:53:42.126259,1136.5384626216864,149,refund,Los Angeles,0
100235,2024-01-26 02:18:34.035092,798.8983822097974,759,refund,New York,0
100236,2023-12-09 17:04:58.769606,5.542787504697689,839,refund,Dallas,0
100237,2024-03-22 20:13:45.395226,4180.418504935476,609,refund,Phoenix,0
100238,2024-03-09 09:01:05.549900,4801.699399652401,35,purchase,San Diego,0
100239,2024-04-10 01:20:30.332398,3672.6019401752365,696,purchase,Phoenix,0
100240,2024-03-27 00:23:00.535029,2860.0133712075262,908,purchase,Chicago,0
100241,2023-12-02 04:47:38.719961,4307.99229476828,987,refund,Houston,0
100242,2024-04-29 10:49:54.383159,640.1157466575957,107,refund,Los Angeles,0
100243,2024-01-21 06:20:05.348245,3774.717815723976,567,purchase,Dallas,0
100244,2024-08-11 08:39:13.881704,4347.568750062632,730,refund,Houston,0
100245,2024-08-23 05:04:11.018053,3876.896849421636,217,refund,New York,0
100246,2024-06-09 05:25:40.827738,874.4810371130192,410,refund,Houston,0
100247,2024-10-12 00:52:20.955385,3022.6833910353807,246,purchase,New York,0
100248,2023-11-13 14:12:18.832932,4639.998378504311,693,refund,Los Angeles,0
100249,2024-03-17 13:31:27.924912,76.46978233133277,714,refund,Phoenix,0
100250,2024-01-23 14:20:43.387597,764.570132218026,302,purchase,Chicago,0
100251,2024-02-25 09:35:25.651382,23.154918844029435,784,purchase,New York,0
100252,2024-09-16 20:47:28.986784,4399.155054027202,271,refund,San Antonio,0
100253,2024-10-09 13:01:03.920346,2006.7815532488169,265,purchase,San Jose,0
100254,2024-02-02 08:41:52.123706,4727.253395394691,126,purchase,San Antonio,0
100255,2023-12-09 00:56:38.909153,2231.6964361112855,212,refund,Dallas,0
100256,2024-01-28 01:45:54.744966,3203.3476716724804,71,purchase,New York,0
100257,2024-01-11 18:39:52.888095,3501.527093695005,945,refund,San Diego,0
100258,2023-11-09 11:21:20.833484,2469.8817566388784,277,purchase,Chicago,0
100259,2023-10-31 10:16:57.865280,2874.177176408623,93,refund,Los Angeles,0
100260,2024-07-31 15:41:07.932581,4068.9948154910676,535,refund,Los Angeles,0
100261,2024-04-26 23:17:39.431252,1306.8498803728953,498,refund,Philadelphia,0
100262,2024-01-16 01:14:24.827760,278.9306603101209,486,purchase,Philadelphia,0
100263,2024-06-06 09:09:30.800289,3114.6744988305936,104,refund,Los Angeles,0
100264,2024-06-26 11:06:45.926691,687.0452879503146,511,refund,New York,0
100265,2024-02-08 04:41:48.458082,4760.800189837345,577,refund,Dallas,0
100266,2023-12-22 02:13:32.836827,2447.5562846412267,782,purchase,Houston,0
100267,2024-06-22 14:00:51.568383,2439.944611998059,339,refund,Houston,0
100268,2024-05-09 23:31:17.844216,4667.70963040488,894,refund,San Jose,0
100269,2024-07-29 06:12:23.644939,4603.356273428941,946,purchase,San Antonio,0
100270,2024-02-15 10:13:15.128329,732.1141842033666,49,refund,San Jose,0
100271,2024-06-05 04:07:11.904103,4525.50766382218,86,refund,San Diego,0
100272,2024-08-20 08:17:45.494051,1478.7893333324664,146,purchase,San Jose,0
100273,2024-08-11 01:47:58.129489,2047.012591676304,766,purchase,Chicago,0
100274,2024-05-30 07:09:39.858375,227.86161488571275,602,purchase,San Diego,0
100275,2024-03-11 23:46:52.975148,204.27426968145505,566,purchase,San Antonio,0
100276,2023-12-30 22:20:19.736113,4774.1468155689945,743,purchase,Chicago,0
100277,2024-01-17 00:55:33.951179,4233.206703062658,802,refund,New York,0
100278,2024-10-10 08:39:17.640109,3533.3345692727376,949,refund,San Jose,0
100279,2024-01-11 08:37:04.414530,2674.727745673752,755,purchase,San Antonio,0
100280,2023-12-20 00:24:50.251519,1341.749848158034,269,refund,Houston,0
100281,2024-08-25 14:59:11.834300,966.7478232325906,366,refund,New York,0
100282,2023-12-11 01:47:05.853557,2344.738152394371,918,refund,Los Angeles,0
100283,2024-03-14 18:19:33.255156,1578.290844132914,765,purchase,Los Angeles,0
100284,2024-02-05 22:24:41.103670,856.6176618679091,359,refund,Los Angeles,0
100285,2024-05-10 09:06:40.914952,2736.6692304150547,594,purchase,San Antonio,0
100286,2024-09-19 06:48:55.947000,3397.6833133280593,496,refund,Los Angeles,0
100287,2023-11-27 14:53:32.437939,1826.0489635023957,799,purchase,Dallas,0
100288,2024-01-29 22:20:42.469203,2540.060348946544,713,refund,Houston,0
100289,2024-04-12 12:27:10.010782,1838.1323674238295,10,refund,San Jose,0
100290,2023-11-14 15:53:50.187221,1372.118054515005,751,purchase,Los Angeles,0
100291,2024-05-26 02:23:20.201038,1308.546972783953,402,refund,Chicago,0
100292,2024-03-23 10:33:38.396081,1233.1998166212998,255,purchase,Philadelphia,0
100293,2024-06-05 02:38:34.096442,3010.8302356470285,898,refund,Chicago,1
100294,2024-09-07 16:33:18.780001,3027.9274750210034,793,purchase,San Jose,0
100295,2024-01-17 02:23:18.748024,4014.3564216147533,25,refund,San Antonio,0
100296,2023-12-30 09:18:28.642479,1008.8085026636752,860,purchase,San Antonio,0
100297,2024-02-10 06:12:02.306754,1413.4838412979973,82,refund,San Diego,0
100298,2024-04-30 01:42:57.514152,2480.3772254921996,975,refund,New York,0
100299,2024-01-24 14:44:31.030457,4916.321633378686,158,refund,Philadelphia,0
100300,2024-07-10 01:16:48.537209,4336.913088901138,107,purchase,San Jose,0
100301,2024-08-01 10:48:14.532498,318.8292009680791,659,purchase,San Jose,0
100302,2024-01-05 17:40:25.879870,713.058024418056,990,purchase,San Jose,0
100303,2024-04-07 23:47:20.758561,539.7668288593604,288,purchase,Los Angeles,0
100304,2024-07-09 15:57:10.851838,4443.6256333540205,913,refund,New York,0
100305,2023-11-14 18:12:18.518755,1755.783613591511,78,purchase,San Diego,0
100306,2024-07-07 15:55:40.658193,668.5155493193619,684,purchase,Chicago,0
100307,2024-02-21 22:12:18.981864,3836.926641095017,663,refund,Philadelphia,0
100308,2023-11-24 02:43:46.462126,4997.448335428013,170,purchase,Chicago,0
100309,2024-06-20 16:19:50.291682,1451.5408274200345,915,refund,Dallas,0
100310,2024-01-11 05:31:10.714746,4069.169783849008,147,purchase,San Jose,0
100311,2023-11-27 02:58:49.124697,2397.959345953688,408,purchase,San Diego,0
100312,2024-09-04 14:10:58.012970,602.5168850013454,111,refund,Chicago,0
100313,2024-01-15 15:22:19.665930,2597.6657532471377,910,refund,Chicago,0
100314,2023-11-04 13:45:51.333833,3723.039013450235,455,purchase,Chicago,0
100315,2024-02-28 16:19:48.008917,2912.2702148427315,997,purchase,Phoenix,0
100316,2024-02-14 08:56:53.546565,1957.1718524936316,571,purchase,San Jose,0
100317,2024-06-28 08:11:39.946280,4091.833114862003,412,purchase,Houston,0
100318,2023-12-02 01:07:57.444802,1804.4032881108797,744,refund,Philadelphia,0
100319,2024-01-02 00:31:26.400689,2585.0085970072937,99,purchase,San Jose,0
100320,2024-10-13 07:10:08.209960,4302.8192727907835,139,purchase,New York,0
100321,2024-01-18 11:19:14.586039,3428.7709275551897,745,refund,New York,0
100322,2023-12-19 01:44:32.789499,4930.229969559587,191,refund,Dallas,0
100323,2023-12-11 08:10:32.859830,1677.2505683913591,111,purchase,Los Angeles,0
100324,2023-10-23 22:02:16.193634,4107.679393194392,745,refund,Philadelphia,0
100325,2024-04-21 08:24:05.903421,676.8445331030327,55,purchase,New York,0
100326,2024-02-01 11:14:40.581495,2872.4073276819895,403,purchase,Phoenix,0
100327,2024-04-15 06:33:29.763755,2932.201984138459,903,purchase,Phoenix,0
100328,2024-10-10 11:41:27.731236,1607.683075317842,147,refund,San Antonio,0
100329,2024-09-08 14:41:21.474503,2171.8070941814935,512,refund,Los Angeles,0
100330,2024-05-09 07:56:44.571430,2313.2482815989433,290,purchase,San Diego,0
100331,2024-04-17 09:31:39.621740,3182.342944928419,608,purchase,San Jose,0
100332,2024-09-07 11:18:49.017270,1172.8384919346818,476,purchase,San Jose,0
100333,2024-04-19 23:57:58.063461,2636.3222731254805,199,purchase,Philadelphia,0
100334,2023-12-19 18:34:40.394152,2001.3144096091066,999,refund,Dallas,0
100335,2024-09-30 22:54:38.973215,3141.5808795244843,631,purchase,New York,0
100336,2023-10-26 02:23:23.810158,1307.5847791544993,853,refund,Los Angeles,0
100337,2024-07-30 01:52:05.245841,3261.2598095409085,751,purchase,San Jose,0
100338,2024-01-09 04:27:54.214191,1119.6321923695032,103,purchase,New York,0
100339,2024-01-12 22:56:31.218777,4338.33141844513,102,refund,New York,0
100340,2024-02-09 13:12:06.096926,3071.5333525250103,540,refund,San Diego,0
100341,2023-11-09 22:00:49.405179,2995.000599071228,453,refund,New York,0
100342,2024-02-20 18:59:49.996019,3944.6986789193975,183,purchase,Phoenix,0
100343,2024-08-20 01:40:30.581329,995.2269824988186,393,purchase,Dallas,0
100344,2024-01-08 14:58:40.708399,1450.5391062842152,569,purchase,Houston,0
100345,2024-08-25 15:29:21.458989,2059.3497300264476,668,purchase,Dallas,0
100346,2024-04-06 00:45:08.051138,4170.399726381184,946,purchase,Philadelphia,0
